class_name,auroc
Atelectasis,0.7766982393377017
Cardiomegaly,0.904109949368114
Effusion,0.8624102759563274
Infiltration,0.6900167766686501
Mass,0.8068000230573595
Nodule,0.7042519447814652
Pneumonia,0.7193010449727221
Pneumothorax,0.8724522641858459
Consolidation,0.7834092774836396
Edema,0.8960914633538939
Emphysema,0.8596874707258624
Fibrosis,0.7897098562966192
Pleural_Thickening,0.7733998109193386
Hernia,0.9266736954469805
