epoch,train_loss,val_loss,macro_auroc,micro_auroc,macro_f1,micro_f1,macro_precision,micro_precision,macro_recall,micro_recall,learning_rate,best_score
1,1.3495257079601288,1.6047888422012329,0.5178673245308041,0.5950295677032709,0.09726304497493043,0.11547344110854503,0.059428333325772395,0.0646830530401035,0.48117985129026764,0.5376344086021505,0.0001,0.5178673245308041
