class_name,auroc
Atelectasis,0.5442642173148329
Cardiomegaly,0.4936548223350254
Effusion,0.614101705010796
Infiltration,0.5683632734530938
Mass,0.463984027031178
Nodule,0.539829124261842
Pneumonia,0.6463647959183674
Pneumothorax,0.46565333333333336
Consolidation,0.6617105263157894
Edema,0.7369620253164556
Emphysema,0.4394871794871795
Fibrosis,0.5453253765274224
Pleural_Thickening,0.4828230895068941
Hernia,0.04761904761904767
