class_name,auroc
Atelectasis,0.7528845810142404
Cardiomegaly,0.8869427659646709
Effusion,0.8422886969690021
Infiltration,0.6828870587054716
Mass,0.7565541454287544
Nodule,0.6713990212068814
Pneumonia,0.7121922286709029
Pneumothorax,0.83457751273455
Consolidation,0.7774393590881282
Edema,0.8823026720285722
Emphysema,0.8300950662476189
Fibrosis,0.7735034035151043
Pleural_Thickening,0.7510565473704144
Hernia,0.8924929646466372
