class_name,auroc
Atelectasis,0.6658492164652856
Cardiomegaly,0.6529106220503726
Effusion,0.7336760894460852
Infiltration,0.6294944105691057
Mass,0.5806592576303488
Nodule,0.5426389862599498
Pneumonia,0.6094614605252904
Pneumothorax,0.7009687004866056
Consolidation,0.6856039382053951
Edema,0.7627408215194473
Emphysema,0.6600515589279634
Fibrosis,0.6679000682307249
Pleural_Thickening,0.6418542496230282
Hernia,0.6136325643597459
